smiles,solubility,MaxEStateIndex,MinEStateIndex,MaxAbsEStateIndex,MinAbsEStateIndex,qed,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
Nc1ccc(cc1)S(N)(=O)=O,-1.34,10.681131897203326,-3.575138888888889,10.681131897203326,0.07564814814814835,0.5805509816764027,172.20899999999997,164.14499999999998,172.030648496,60,0,0.237547699257619,-0.3987277210995827,0.3987277210995827,0.237547699257619,1.0909090909090908,1.5454545454545454,1.9090909090909092,3.2015159310664942,341.3499619957353,8.483127663125442,5.688846486529344,6.50534306745707,4.999018565639891,2.883202078601512,4.429521556523074,2.1140448620671264,3.675467919534713,1.2086325525620765,2.137863785973645,0.6575061586928512,1.172945984666705,-1.07,230.73472009676777,8.030704934541792,2.5192903206703843,1.9239700742334507,64.87196040593747,5.733667477162185,0.0,0.0,10.023291153407584,0.0,0.0,0.0,13.556770721936878,0.0,0.0,0.0,24.26546827384644,5.687386274683562,4.895483475517775,8.417796984328938,15.710677428091145,0.0,0.0,5.138973737607942,4.895483475517775,5.733667477162185,24.26546827384644,0.0,0.0,10.872641214770127,5.687386274683562,0.0,0.0,8.417796984328938,10.023291153407584,0.0,0.0,29.160951749364216,0.0,0.0,0.0,86.18,10.023291153407584,8.417796984328938,0.0,4.895483475517775,5.687386274683562,0.0,24.26546827384644,0.0,0.0,0.0,10.872641214770127,21.36226379440665,0.0,0.07564814814814835,4.838240740740741,5.845791761148904,0.0,5.703194444444444,0.0,0.0,-3.575138888888889,0.0,11,4,4,0,0,0,1,0,1,3,2,5,1,0,0,0,1,-0.08379999999999999,42.2276,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
COP(=O)(OC)OC(=CCl)c1cc(Cl)c(Cl)cc1Cl,-4.522,11.888207182049776,-3.753519738914086,11.888207182049776,0.016419753086419187,0.38662545092972245,365.96400000000006,356.89200000000005,363.89925611800004,106,0,0.5290730709406378,-0.402377469860952,0.5290730709406378,0.402377469860952,1.105263157894737,1.631578947368421,2.1052631578947367,3.195069219267893,538.5763442423939,14.629392033067417,9.824115456961197,13.742258432034934,8.86352106569152,4.729457742223778,7.760380428403889,3.1231719365094777,6.370288327142482,2.0318879485231323,4.579673385959542,1.1087800538061614,2.663054672385701,0.06999999999999984,12097.86074390686,17.122438384897748,7.185362502693492,4.266988931031106,130.30487981542154,4.5237471617118175,0.0,5.759164871656176,0.0,0.0,7.822697123132171,9.047494323423635,4.565048284931329,0.0,0.0,46.40375956093006,12.13273413692322,25.318248503130274,15.067899941223978,18.13628977006678,59.98562155571842,0.0,0.0,0.0,0.0,14.219595082555067,38.29928749872241,0.0,0.0,0.0,0.0,0.0,54.226456684062235,14.219595082555067,18.13628977006678,0.0,5.563451491696996,17.667936065801435,15.067899941223978,5.759164871656176,0.0,44.760000000000005,7.822697123132171,4.565048284931329,0.0,20.827064812880156,5.563451491696996,5.535201928878213,26.352329219478285,0.0,0.0,9.047494323423635,50.92750672264189,26.27786858570589,23.314035384472714,0.0,0.7327872784916452,1.3437525195263298,-0.016419753086419187,2.8384476568405144,0.0,0.0,-1.4071383386173417,0.2,19,0,4,0,0,0,1,0,1,4,0,9,5,0,0,0,1,5.6015000000000015,78.01150000000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC(=O)Nc1ccc(F)cc1,-1.78,12.31140447845805,-0.3063869992441417,12.31140447845805,0.15591836734693842,0.6542396201198041,153.156,145.09199999999998,153.058992096,58,0,0.22074742816092655,-0.3263356017121839,0.3263356017121839,0.22074742816092655,1.3636363636363635,1.9090909090909092,2.3636363636363638,2.7362980721056545,255.29949758389105,8.267584713501616,6.095613840231594,6.095613840231594,5.1815405503520555,3.214473586782464,3.214473586782464,2.188079242678703,2.188079242678703,1.1645902740682161,1.1645902740682161,0.73648507873881,0.73648507873881,-1.38,285.51074052739676,7.723950103950105,3.142667965973564,2.371944565138224,64.03820703486822,5.316788604006331,5.817220841045895,0.0,5.907179729351506,0.0,0.0,4.794537184071822,4.39041504767482,0.0,0.0,0.0,24.26546827384644,12.611123474374185,0.0,9.184952231746642,11.594566004035068,0.0,0.0,0.0,6.923737199690624,5.316788604006331,30.082689114892332,0.0,0.0,5.316788604006331,10.077801322358383,0.0,0.0,5.907179729351506,4.794537184071822,5.817220841045895,6.923737199690624,24.26546827384644,0.0,0.0,0.0,29.1,0.0,9.184952231746642,0.0,11.7244005703974,5.687386274683562,0.0,31.18920547353706,0.0,0.0,5.316788604006331,0.0,12.31140447845805,0.0,10.493218537414966,2.5263888888888886,0.6100925925925929,-0.4623053665910801,5.6150925925925925,0.0,1.406108276643991,0.0,0.125,11,1,2,0,0,0,1,0,1,1,1,3,1,0,0,0,1,1.7840999999999998,40.70370000000002,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c1ccsc1,-1.33,2.0416666666666665,1.7129629629629628,2.0416666666666665,1.7129629629629628,0.44892664601443366,84.14299999999999,80.11099999999999,84.003371128,26,0,-0.009338438056026077,-0.152454341484825,0.152454341484825,0.009338438056026077,1.0,1.6,1.8,3.1250000000000004,60.12481811269772,3.5355339059327378,2.7176493672223665,3.5341459481500923,2.5,1.4714045207910322,2.4142135623730954,0.793148469923614,1.60964505085134,0.42538079163846576,1.0539201526931747,0.22680460581325737,0.680413817439772,-0.30000000000000004,22.886435386960574,2.9127659574468083,1.2210502489814397,0.48406518786781355,35.07176638990846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.336785877934737,0.0,12.13273413692322,10.76012554093183,0.0,0.0,0.0,11.336785877934737,0.0,0.0,0.0,0.0,0.0,22.89285967785505,0.0,0.0,0.0,0.0,0.0,11.336785877934737,0.0,0.0,0.0,0.0,22.89285967785505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.336785877934737,22.89285967785505,0.0,0.0,0.0,1.7129629629629628,0.0,4.083333333333333,0.0,0.0,4.037037037037037,0.0,0.0,0.0,0.0,5,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1.7480999999999998,24.318999999999996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Cc1ccc(C)c(C)c1,-3.31,2.2037037037037037,1.345462962962963,2.2037037037037037,1.345462962962963,0.4933927122974484,120.195,108.09899999999998,120.093900384,48,0,-0.03950156209354446,-0.059043013944034425,0.059043013944034425,0.03950156209354446,0.8888888888888888,1.5555555555555556,2.0,3.1716780304409156,211.27833704135645,6.8533711511285205,6.232050807568878,6.232050807568878,4.198377302757663,3.2380338717125854,3.2380338717125854,2.5877132402714715,2.5877132402714715,1.6624107643699337,1.6624107643699337,0.8913460352255531,0.8913460352255531,-0.78,104.20091930659319,6.341654501216546,2.218872016802184,1.3174550052099938,56.526229462686786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.762552697081826,31.898114582465862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.771211599071872,0.0,34.88945568047582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.771211599071872,16.690354475090988,18.19910120538483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.690354475090988,0.0,0.0,38.970312804456704,0.0,0.0,0.0,0.0,0.0,4.105277777777778,0.0,6.502314814814815,0.0,6.392407407407408,0.0,0.3333333333333333,9,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2.611860000000001,40.65300000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCC(=C)C,-2.73,3.673611111111111,1.1111111111111112,3.673611111111111,1.1111111111111112,0.4136396804400309,70.13499999999999,60.05499999999999,70.07825032,30,0,-0.03543505048507542,-0.100151220295327,0.100151220295327,0.03543505048507542,1.8,2.0,2.0,2.847378923087672,35.302968908806456,4.284457050376173,3.914213562373095,3.914213562373095,2.270055610029662,1.914213562373095,1.914213562373095,1.3106601717798212,1.3106601717798212,0.6035533905932737,0.6035533905932737,0.0,0.0,-0.26,9.65148445440323,4.74,2.0073796791443854,3.740000000000001,33.50941645323173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.578935683598497,12.496841729759891,13.344558822616634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.268296022307258,0.0,12.152040213667764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.268296022307258,12.152040213667764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4208216229260096,5.573104530069267,0.0,6.923737199690624,13.502672883289122,0.0,0.0,0.0,0.0,0.0,1.2546296296296298,0.0,0.0,1.1111111111111112,7.8009259259259265,0.0,0.6,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.9725,25.10499999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC(=O)OCC(=O)C3(O)CCC4C2CCC1=CC(=O)C=CC1(C)C2C(O)CC34C ,-4.37,12.858870153273788,-1.6027203273284623,12.858870153273788,0.0024332452410100736,0.7016123362777874,402.48700000000014,372.2470000000002,402.20423868,158,0,0.3025656724874257,-0.45774192706812544,0.45774192706812544,0.3025656724874257,1.2758620689655173,2.0,2.689655172413793,1.663956407732868,827.2246952751074,21.189869965382485,17.31151292430204,17.31151292430204,13.52634667028197,10.541319977686575,10.541319977686575,9.814097568968098,9.814097568968098,8.515626205078535,8.515626205078535,7.075116929622825,7.075116929622825,-1.79,2615370.761020968,20.481470445050814,6.607425415921919,2.789534497869769,170.5520259000997,14.94991774348146,5.601050810983688,12.390126910877857,5.783244946364939,0.0,5.969305287951849,14.383611552215466,0.0,0.0,0.0,25.496599036284397,56.091960420620595,23.671624184645577,6.103966387748303,29.33352929569692,17.535795180681728,0.0,0.0,28.58369907727774,64.5803369124339,6.606881964512918,23.80116485057091,0.0,0.0,0.0,0.0,0.0,0.0,46.06074913360804,19.120474506015512,28.58369907727774,52.87531971370191,23.80116485057091,0.0,0.0,0.0,100.90000000000002,35.47943986695847,24.596666341896878,0.0,28.951953554245897,19.26246486877803,18.414747775921285,6.923737199690624,12.152040213667762,12.999757306524504,6.923737199690624,4.736862953800049,4.876747098469543,0.0,35.862235317895994,22.70954572762428,-1.6680186718027172,-0.8363287533090464,0.0,7.503560736270734,4.802258544851211,0.0,0.6956521739130435,29,2,6,4,0,4,0,0,0,6,2,6,3,3,0,3,4,2.1284,104.59560000000003,0,2,1,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c1ccoc1,-0.82,4.583333333333333,1.625,4.583333333333333,1.625,0.44603148755014616,68.07499999999999,64.043,68.026214748,26,0,0.09020235450853635,-0.4726377692765222,0.4726377692765222,0.09020235450853635,1.0,1.6,1.8,3.1250000000000004,60.12481811269772,3.5355339059327378,2.7176493672223665,2.7176493672223665,2.5,1.4714045207910322,1.4714045207910322,0.793148469923614,0.793148469923614,0.42538079163846576,0.42538079163846576,0.22680460581325737,0.22680460581325737,-0.7200000000000001,22.886435386960574,2.5136448598130845,0.9307991964363703,0.29336361254258025,30.2257323835738,4.417150937053347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.13273413692322,0.0,12.526325991278114,4.417150937053347,0.0,0.0,0.0,0.0,0.0,0.0,24.659060128201332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.07621106525468,0.0,0.0,0.0,13.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.526325991278114,12.13273413692322,4.417150937053347,0.0,4.583333333333333,0.0,0.0,0.0,0.0,0.0,3.6666666666666665,3.25,0.0,0.0,0.0,5,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1.2795999999999998,18.708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCCC=C,-2.68,3.5504166666666666,1.1527777777777777,3.5504166666666666,1.1527777777777777,0.4356038269849662,70.135,60.05499999999999,70.07825032,30,0,-0.0356039482616076,-0.10308315147465182,0.10308315147465182,0.0356039482616076,1.8,2.4,2.4,2.4017152226171965,21.219280948873624,4.121320343559642,3.698670612749268,3.698670612749268,2.414213562373095,2.0236033621142737,2.0236033621142737,1.0773502691896257,1.0773502691896257,0.4927992798267443,0.4927992798267443,0.20412414523193148,0.20412414523193148,-0.26,11.245112497836532,4.74,3.7400000000000007,3.740000000000001,33.50941645323173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.578935683598497,19.420578929450514,6.4208216229260096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.765380445542643,0.0,12.654955790432378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.765380445542643,12.654955790432378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4208216229260096,6.4208216229260096,0.0,6.076020106833881,13.502672883289122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.309027777777778,5.690972222222221,0.0,0.6,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1.9725,25.10499999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O=C3CN=C(c1ccccc1)c2cc(ccc2N3)N(=O)=O,-3.796,11.689398935500126,-0.46269227135298596,11.689398935500126,0.007236866969009936,0.6771088741597446,281.271,270.183,281.080041212,104,0,0.26975709004006415,-0.3238334332450522,0.3238334332450522,0.26975709004006415,1.1428571428571428,1.9047619047619047,2.619047619047619,2.198099775373001,754.0140888404636,14.819626477379408,10.945080997095062,10.945080997095062,10.147867045540842,6.334984743247658,6.334984743247658,4.566032814080508,4.566032814080508,3.1711826205923423,3.1711826205923423,2.2192978524021156,2.2192978524021156,-3.02,81311.12468881503,12.985960915870827,5.162909038431587,2.507711912885824,119.83717500723333,5.316788604006331,6.544756405912575,0.0,5.907179729351506,5.687386274683562,0.0,19.901260185473063,0.0,0.0,0.0,30.33183534230805,6.06636706846161,23.259637120317212,16.322382326271935,9.717848232889493,22.99363728148933,0.0,0.0,4.992404732635669,0.0,11.861545009918906,69.77215779985245,0.0,0.0,5.316788604006331,11.374772549367124,0.0,0.0,23.086932186852454,4.794537184071822,10.114318268765572,11.126902983393991,53.523341280328545,0.0,0.0,0.0,84.6,4.923311048817671,14.908855452837393,0.0,18.139322409947642,16.96252276915126,5.563451491696996,18.19910120538483,0.0,30.33183534230805,10.309193336642,0.0,0.0,0.0,26.483481906651548,13.670652557319226,2.448038076341649,-0.2397831632653058,13.644847489921895,0.0,-0.007236866969009936,0.0,0.06666666666666667,21,1,6,0,1,1,2,0,2,4,1,6,2,0,0,0,3,2.3842999999999996,78.67410000000002,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oc2ccc1ncccc1c2 ,-2.16,9.10246598639456,0.28287037037037077,9.10246598639456,0.28287037037037077,0.6141033567827179,145.161,138.105,145.052763844,54,0,0.11582969824526727,-0.5079415533428902,0.5079415533428902,0.11582969824526727,1.1818181818181819,2.090909090909091,3.0,2.8289012156206956,383.9744463345712,7.681798275874712,5.858528806137671,5.858528806137671,5.360173345306137,3.3987881582211843,3.3987881582211843,2.3804060691221323,2.3804060691221323,1.5865848349063703,1.5865848349063703,1.0630126479918465,1.0630126479918465,-1.5699999999999998,487.8529731213885,6.160248407637458,2.234974333040861,1.02612164813026,64.1269493843747,5.106527394840706,5.749511833283905,0.0,0.0,0.0,0.0,4.9839785209472085,0.0,0.0,0.0,6.06636706846161,24.26546827384644,11.583067786077873,5.516700717616262,5.106527394840706,10.902924932081056,0.0,4.9839785209472085,0.0,0.0,0.0,36.52867891392113,0.0,5.749511833283905,0.0,0.0,5.749511833283905,0.0,10.090505915787915,0.0,0.0,0.0,36.52867891392113,0.0,10.902924932081056,0.0,33.120000000000005,0.0,0.0,0.0,5.749511833283905,0.0,10.902924932081056,0.0,24.395944776997908,12.13273413692322,4.9839785209472085,5.106527394840706,0.0,0.0,4.111203703703704,10.067743764172338,0.9076851851851854,0.28287037037037077,8.895,1.7354969765684052,0.0,0.0,0.0,11,1,2,0,0,0,1,1,2,2,1,2,0,0,0,0,2,1.9403999999999997,43.40780000000002,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
c1ccc2c(c1)c3cccc4cccc2c34,-6.0,2.2199074074074074,1.339074074074074,2.2199074074074074,1.339074074074074,0.39392556622003977,202.25599999999997,192.17599999999996,202.07825032,74,0,-0.0026381539101744964,-0.061607055994408445,0.061607055994408445,0.0026381539101744964,0.4375,0.9375,1.5,2.3129964651763157,650.310154499518,10.535169427003233,8.77350269189626,8.77350269189626,7.949489742783177,5.565384140902212,5.565384140902212,4.254842698560233,4.254842698560233,3.4121077744457917,3.4121077744457917,2.7427346671031407,2.7427346671031407,-2.079999999999999,13615.8517333634,8.11640192478581,2.732404740131078,0.8488877804628446,94.16433070376696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.6636706846161,33.02625439571757,0.0,0.0,0.0,10.772448428929591,0.0,0.0,0.0,0.0,0.0,60.6636706846161,0.0,22.253805966787983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.6636706846161,0.0,33.02625439571757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.02625439571757,0.0,0.0,60.6636706846161,0.0,0.0,0.0,0.0,2.747592592592593,5.496296296296297,0.0,21.756111111111114,0.0,0.0,0.0,0.0,16,0,0,1,0,1,3,0,3,0,0,0,0,0,0,0,4,4.487200000000002,68.37800000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC(C)OC(=O)C,-0.55,10.031944444444445,-0.2129629629629628,10.031944444444445,0.025462962962962576,0.46074798296339087,102.133,92.053,102.06807956,42,0,0.3023791003505634,-0.4631559932494283,0.4631559932494283,0.3023791003505634,1.5714285714285714,2.0,2.0,3.126006652390634,66.48040587771368,5.8618073195657985,4.893846850117352,4.893846850117352,3.125897657686229,2.2986510892386307,2.2986510892386307,1.658187543975612,1.658187543975612,0.40166591302574267,0.40166591302574267,0.33192730526045355,0.33192730526045355,-0.53,19.093583929800843,6.47,2.610921480426842,5.47,43.47408681496662,4.736862953800049,0.0,0.0,0.0,0.0,5.969305287951849,4.794537184071822,0.0,0.0,0.0,0.0,13.847474399381248,6.923737199690624,6.103966387748303,9.53140013787187,5.969305287951849,0.0,0.0,0.0,26.875177986820173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.073271675700152,9.53140013787187,0.0,20.771211599071872,0.0,0.0,0.0,0.0,26.3,0.0,4.794537184071822,0.0,12.073271675700152,0.0,0.0,6.923737199690624,0.0,13.847474399381248,4.736862953800049,0.0,4.611111111111111,0.0,10.031944444444445,0.0,0.0,-0.2129629629629628,0.0,0.025462962962962576,5.044444444444444,0.0,0.8,7,0,2,0,0,0,0,0,0,2,0,2,1,0,0,0,0,0.9579,26.901999999999987,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cc1ncnc2nccnc12,-0.466,4.0932407407407405,0.6527777777777779,4.0932407407407405,0.6527777777777779,0.549356711982726,146.15299999999996,140.105,146.059246192,54,0,0.18104157644180155,-0.2493700725963079,0.2493700725963079,0.18104157644180155,1.0,1.8181818181818181,2.6363636363636362,2.9131611636048604,379.6022868931488,7.681798275874712,6.02090518956871,6.02090518956871,5.377010097711745,3.260556083321894,3.260556083321894,2.187634022457146,2.187634022457146,1.453034527087509,1.453034527087509,0.911676974204298,0.911676974204298,-1.58,505.7637345563877,6.150913900258252,2.229407107173155,0.9202031095380873,63.356601689414816,0.0,11.844020792380803,5.647177220767728,0.0,0.0,0.0,0.0,19.935914083788834,0.0,0.0,0.0,6.923737199690624,12.393687143226153,5.693927994848461,0.0,11.16387793838399,0.0,19.935914083788834,0.0,6.923737199690624,0.0,24.414935212839154,0.0,0.0,0.0,0.0,0.0,0.0,19.935914083788834,0.0,6.923737199690624,5.693927994848461,18.721007217990696,0.0,11.16387793838399,0.0,51.56,0.0,0.0,0.0,0.0,5.647177220767728,11.210628712464722,6.3273200747645415,12.393687143226153,6.923737199690624,19.935914083788834,0.0,0.0,0.0,16.072685185185183,0.0,2.2899074074074077,0.0,0.0,4.7498148148148145,1.8875925925925925,0.0,0.14285714285714285,11,0,4,0,0,0,0,2,2,4,0,4,0,0,0,0,2,0.7282199999999999,39.86500000000001,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
